5/05/2021 1:17:28,b3@gmail.com,B3 ,23,Sí,"Martes, Jueves",,"10:00-12:00, 11:00-13:00, 12:00-14:00, 18:00-20:00, 19:00-21:00",,"10:00-12:00, 11:00-13:00, 12:00-14:00, 13:00-15:00, 14:00-16:00, 18:00-20:00, 19:00-21:00",
5/05/2021 2:20:10,b4@gmail.com,B4,26,Ponele (fui pero no entendí una goma / me aburrieron / etc),"Lunes, Martes, Miércoles, Jueves, Viernes","19:00-21:00, 20:00-22:00, 21:00-23:00","19:00-21:00, 20:00-22:00, 21:00-23:00","19:00-21:00, 20:00-22:00, 21:00-23:00","19:00-21:00, 20:00-22:00, 21:00-23:00","19:00-21:00, 20:00-22:00, 21:00-23:00"
5/05/2021 5:07:53,b5@hotmail.com,B5,27,Ponele (fui pero no entendí una goma / me aburrieron / etc),"Lunes, Miércoles, Jueves, Viernes","17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00",,"17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00","17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00","17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00"
5/05/2021 7:35:59,b6@gmail.com,B6,26,No,"Martes, Viernes",,"17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00",,,"17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00"
5/05/2021 8:26:49,b7@outlook.com,B7,29,Sí,"Lunes, Martes, Miércoles, Jueves, Viernes",15:00-17:00,"15:00-17:00, 16:00-18:00, 17:00-19:00",15:00-17:00,"15:00-17:00, 16:00-18:00, 17:00-19:00","15:00-17:00, 16:00-18:00, 17:00-19:00"
5/05/2021 8:31:35,b8@gmail.com,B8,26,No,"Lunes, Martes, Miércoles","17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00","17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00","17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00",,
5/05/2021 8:35:45,b9@gmail.com,B9,32,Ponele (fui pero no entendí una goma / me aburrieron / etc),"Lunes, Martes, Miércoles, Jueves, Viernes","09:00-11:00, 10:00-12:00, 11:00-13:00, 12:00-14:00, 19:00-21:00, 20:00-22:00","09:00-11:00, 10:00-12:00, 11:00-13:00","09:00-11:00, 10:00-12:00, 11:00-13:00","09:00-11:00, 10:00-12:00, 11:00-13:00","09:00-11:00, 10:00-12:00, 11:00-13:00"
5/05/2021 10:15:59,c1@gmail.com,C1,31,Ponele (fui pero no entendí una goma / me aburrieron / etc),"Lunes, Miércoles",16:00-18:00,,19:00-21:00,,
5/05/2021 10:17:01,c2@gmail.com,C2,24,Sí,"Lunes, Miércoles","16:00-18:00, 17:00-19:00, 18:00-20:00","16:00-18:00, 17:00-19:00, 18:00-20:00","10:00-12:00, 11:00-13:00, 12:00-14:00, 13:00-15:00, 14:00-16:00, 15:00-17:00, 16:00-18:00, 17:00-19:00, 18:00-20:00","16:00-18:00, 17:00-19:00, 18:00-20:00, 19:00-21:00","16:00-18:00, 17:00-19:00, 18:00-20:00, 19:00-21:00"
5/05/2021 12:16:24,c3@hotmail.com,C3,23,Sí,"Lunes, Martes, Miércoles, Jueves, Viernes",19:00-21:00,19:00-21:00,19:00-21:00,19:00-21:00,19:00-21:00
5/05/2021 12:36:26,c4@gmail.com,C4,24,Sí,"Lunes, Miércoles, Jueves, Viernes","14:00-16:00, 15:00-17:00, 16:00-18:00, 17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00","15:00-17:00, 16:00-18:00, 17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00","15:00-17:00, 16:00-18:00, 17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00","15:00-17:00, 16:00-18:00, 17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00","17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00"
5/05/2021 15:09:30,c5@gmail.com,C5,33,Sí,"Lunes, Martes, Miércoles, Jueves, Viernes","09:00-11:00, 10:00-12:00, 11:00-13:00, 12:00-14:00, 13:00-15:00, 14:00-16:00","09:00-11:00, 10:00-12:00, 11:00-13:00, 12:00-14:00, 13:00-15:00, 14:00-16:00","09:00-11:00, 10:00-12:00, 11:00-13:00, 12:00-14:00, 13:00-15:00, 14:00-16:00","09:00-11:00, 10:00-12:00, 11:00-13:00, 12:00-14:00, 13:00-15:00, 14:00-16:00","09:00-11:00, 10:00-12:00, 11:00-13:00, 12:00-14:00, 13:00-15:00, 14:00-16:00"
5/05/2021 19:35:57,c6@gmail.com,C6,21,No,"Lunes, Martes, Miércoles, Jueves, Viernes","14:00-16:00, 15:00-17:00, 16:00-18:00, 17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00","14:00-16:00, 15:00-17:00, 16:00-18:00, 17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00","14:00-16:00, 15:00-17:00, 16:00-18:00, 17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00","14:00-16:00, 15:00-17:00, 16:00-18:00, 17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00","14:00-16:00, 15:00-17:00, 16:00-18:00, 17:00-19:00, 18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00"
5/05/2021 21:10:57,c7@gmail.com,C7,33,Sí,"Miércoles, Viernes",21:00-23:00,21:00-23:00,21:00-23:00,"20:00-22:00, 21:00-23:00","20:00-22:00, 21:00-23:00"
5/05/2021 22:43:51,c8@gmail.com,C8,23,Sí,"Lunes, Miércoles, Jueves, Viernes","09:00-11:00, 10:00-12:00, 11:00-13:00","09:00-11:00, 10:00-12:00, 11:00-13:00, 12:00-14:00, 13:00-15:00","09:00-11:00, 10:00-12:00, 11:00-13:00, 12:00-14:00, 13:00-15:00","09:00-11:00, 10:00-12:00, 11:00-13:00, 12:00-14:00, 13:00-15:00","09:00-11:00, 10:00-12:00, 11:00-13:00, 12:00-14:00, 13:00-15:00"
5/05/2021 23:41:53,c9@gmail.com,C9,24,No,"Lunes, Martes, Miércoles, Jueves, Viernes","09:00-11:00, 10:00-12:00, 11:00-13:00, 12:00-14:00, 21:00-23:00","09:00-11:00, 10:00-12:00, 11:00-13:00, 12:00-14:00, 21:00-23:00","09:00-11:00, 10:00-12:00, 11:00-13:00, 12:00-14:00, 21:00-23:00","09:00-11:00, 10:00-12:00, 11:00-13:00, 12:00-14:00, 21:00-23:00","09:00-11:00, 10:00-12:00, 11:00-13:00, 12:00-14:00, 21:00-23:00"
8/05/2021 19:31:19,d1@gmail.com,D1,20,Sí,"Jueves, Viernes",,,,"18:00-20:00, 19:00-21:00, 20:00-22:00","13:00-15:00, 14:00-16:00, 15:00-17:00, 18:00-20:00, 19:00-21:00, 20:00-22:00"
11/05/2021 17:47:55,d2@gmail.com,D2,25,No,"Martes, Jueves, Viernes",17:00-19:00,18:00-20:00,17:00-19:00,"17:00-19:00, 18:00-20:00","17:00-19:00, 18:00-20:00"
15/05/2021 14:48:59,d3@gmail.com,D3,24,No,"Lunes, Martes, Miércoles, Jueves, Viernes","19:00-21:00, 20:00-22:00, 21:00-23:00","19:00-21:00, 20:00-22:00, 21:00-23:00","19:00-21:00, 20:00-22:00, 21:00-23:00","19:00-21:00, 20:00-22:00, 21:00-23:00","19:00-21:00, 20:00-22:00, 21:00-23:00"
15/05/2021 15:55:09,d4@gmail.com,D4,24,Ponele (fui pero no entendí una goma / me aburrieron / etc),"Martes, Jueves, Viernes","20:00-22:00, 21:00-23:00","18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00","20:00-22:00, 21:00-23:00","18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00","18:00-20:00, 19:00-21:00, 20:00-22:00, 21:00-23:00"
